I0,I1,I2,I3,I4,I5
-0.181158,-0.075166,2.820515,0.000000,-0.349206,-0.424023
-0.179531,-0.072481,2.761906,-58.609005,-0.363858,-0.428253
-0.177916,-0.069798,2.732601,-29.304502,-0.358974,-0.432527
-0.176313,-0.067496,2.688644,-43.956753,-0.358974,-0.435300
-0.174721,-0.064812,2.644688,-43.956753,-0.373627,-0.439693
-0.173142,-0.060977,2.615383,-29.304502,-0.373627,-0.448772
-0.171575,-0.059443,2.615383,0.000000,-0.373627,-0.448526
-0.170019,-0.057141,2.600731,-14.652251,-0.388278,-0.451549
-0.168476,-0.054458,2.571430,-29.300688,-0.388278,-0.456130
-0.166945,-0.052156,2.571430,0.000000,-0.388278,-0.459191
-0.165425,-0.049855,2.527473,-43.956753,-0.398046,-0.462319
-0.163918,-0.046020,2.454212,-73.261261,-0.388278,-0.471710
-0.162423,-0.044868,2.454212,0.000000,-0.388278,-0.470199
-0.160939,-0.042952,2.439560,-14.652251,-0.402930,-0.471972
-0.159468,-0.039500,2.366299,-73.261261,-0.402930,-0.479970
-0.158009,-0.037966,2.366299,0.000000,-0.402930,-0.480175
-0.156561,-0.036049,2.351650,-14.648437,-0.417583,-0.482073
-0.155126,-0.032598,2.336998,-14.652251,-0.427350,-0.490215
-0.153703,-0.031063,2.336998,0.000000,-0.427350,-0.490564
-0.152291,-0.029145,2.336998,0.000000,-0.437119,-0.492610
-0.150892,-0.025694,2.293041,-43.956753,-0.427350,-0.500895
-0.149505,-0.024544,2.293041,0.000000,-0.427350,-0.499832
