I0,I1,I2,I3,I4,I5
0.539544,-0.092231,2.058609,43.956753,0.905983,1.000000
0.538144,-0.091272,2.117218,58.609005,0.910867,1.000000
0.536728,-0.090313,2.175823,58.605190,0.915751,1.000000
0.535296,-0.089259,2.219780,43.956753,0.920635,1.000000
0.533848,-0.088300,2.249084,29.304502,0.915751,1.000000
0.532384,-0.087245,2.293041,43.956753,0.915751,1.000000
0.530904,-0.086286,2.351650,58.609005,0.910867,1.000000
0.529408,-0.085232,2.395603,43.952938,0.901099,1.000000
0.527896,-0.084273,2.483517,87.913506,0.896214,1.000000
0.526368,-0.083218,2.542126,58.609005,0.896214,1.000000
0.524824,-0.082260,2.600731,58.605190,0.896214,1.000000
0.523264,-0.081205,2.659340,58.609005,0.905983,1.000000
0.521688,-0.080246,2.703297,43.956753,0.910867,1.000000
0.520096,-0.078137,2.761906,58.609005,0.920635,1.000000
0.518488,-0.076124,2.776558,14.652251,0.930403,1.000000
0.516864,-0.074015,2.820515,43.956753,0.925519,1.000000
0.515224,-0.072001,2.849815,29.300688,0.925519,1.000000
0.513568,-0.069892,2.879120,29.304502,0.915751,1.000000
0.511896,-0.067879,2.937729,58.609005,0.915751,1.000000
0.510208,-0.065769,3.010990,73.261261,0.915751,1.000000
0.508504,-0.063756,3.084248,73.257446,0.915751,1.000000
0.506784,-0.061647,3.142857,58.609005,0.920635,1.000000
0.505048,-0.059538,3.172161,29.304502,0.915751,1.000000
0.503296,-0.057524,3.186813,14.652251,0.920635,1.000000
0.501528,-0.055415,3.245422,58.609005,0.910867,1.000000
0.499744,-0.053402,3.260075,14.652251,0.915751,1.000000
0.497946,-0.051292,3.333332,73.257446,0.910867,1.000000
0.496146,-0.049279,3.391941,58.609005,0.915751,1.000000
0.494346,-0.047170,3.450550,58.609005,0.920635,1.000000
0.492546,-0.045157,3.509159,58.609005,0.920635,1.000000
0.490746,-0.043047,3.538460,29.300688,0.920635,1.000000
0.488946,-0.040938,3.597069,58.609005,0.925519,1.000000
0.487146,-0.038925,3.626373,29.304502,0.930403,1.000000
0.485346,-0.035857,3.641026,14.652251,0.940171,1.000000
0.483546,-0.032789,3.684982,43.956753,0.940171,1.000000
0.481746,-0.029721,3.728939,43.956753,0.935287,1.000000
0.479946,-0.026653,3.802197,73.257446,0.930403,1.000000
0.478146,-0.023585,3.831501,29.304502,0.935287,1.000000
0.476346,-0.020517,3.846153,14.652251,0.925519,1.000000
0.474546,-0.017449,3.890110,43.956753,0.930403,1.000000
0.472746,-0.014381,3.948719,58.609005,0.910867,1.000000
0.470946,-0.011217,4.021976,73.257446,0.910867,1.000000
0.469146,-0.008149,4.080585,58.609005,0.910867,1.000000
0.467346,-0.005081,4.124542,43.956753,0.915751,1.000000
0.465546,-0.002013,4.153847,29.304502,0.925519,1.000000
0.463746,0.000959,4.197803,43.956753,0.920635,1.000000
0.461946,0.004027,4.256409,58.605190,0.920635,1.000000
0.460146,0.007095,4.300365,43.956753,0.915751,1.000000
0.458346,0.010163,4.344322,43.956753,0.930403,1.000000
0.456546,0.013231,4.388279,43.956753,0.940171,1.000000
0.454746,0.016299,4.417583,29.304502,0.930403,1.000000
0.452946,0.019367,4.446888,29.304502,0.925519,1.000000
0.451146,0.023393,4.490841,43.952938,0.920635,1.000000
0.449346,0.027324,4.549450,58.609005,0.920635,1.000000
0.447546,0.031255,4.608059,58.609005,0.925519,1.000000
0.445746,0.035282,4.666668,58.609005,0.910867,1.000000
0.443946,0.039212,4.710621,43.952938,0.910867,1.000000
0.442146,0.043239,4.754578,43.956753,0.910867,1.000000
0.440346,0.047170,4.827839,73.261261,0.905983,1.000000
0.438546,0.051197,4.857143,29.304502,0.925519,1.000000
0.436746,0.055127,4.901100,43.956753,0.925519,1.000000
0.434946,0.059154,4.930405,29.304502,0.920635,1.000000
0.433146,0.063085,4.974358,43.952938,0.925519,1.000000
0.431346,0.067112,5.003662,29.304502,0.930403,1.000000
0.429546,0.071042,5.076923,73.261261,0.920635,1.000000
0.427746,0.074973,5.106228,29.304502,0.910867,1.000000
0.425946,0.079000,5.179485,73.257446,0.915751,1.000000
0.424146,0.082931,5.223442,43.956753,0.920635,1.000000
0.422346,0.086958,5.282051,58.609005,0.901099,1.000000
0.420546,0.090888,5.340660,58.609005,0.905983,1.000000
0.418746,0.094915,5.369965,29.304502,0.915751,1.000000
0.416946,0.098846,5.399269,29.304502,0.925519,1.000000
0.415146,0.103735,5.457874,58.605190,0.915751,1.000000
0.413346,0.108721,5.501831,43.956753,0.915751,1.000000
0.411546,0.113610,5.545788,43.956753,0.925519,1.000000
0.409746,0.118500,5.589745,43.956753,0.930403,1.000000
0.407946,0.123390,5.619049,29.304502,0.915751,1.000000
0.406146,0.128279,5.677654,58.605190,0.901099,1.000000
0.404346,0.133265,5.750916,73.261261,0.905983,1.000000
0.402546,0.138154,5.809525,58.609005,0.915751,1.000000
0.400746,0.143044,5.838829,29.304502,0.915751,1.000000
0.398946,0.147933,5.882782,43.952938,0.910867,1.000000
0.397146,0.152919,5.941391,58.609005,0.910867,0.976568
0.395346,0.157808,5.970695,29.304502,0.925519,0.949815
0.393546,0.162698,5.985348,14.652251,0.925519,0.923056
0.391746,0.167587,6.043957,58.609005,0.920635,0.896298
0.389946,0.172573,6.073261,29.304502,0.925519,0.869152
0.388146,0.177462,6.117218,43.956753,0.901099,0.842398
0.386346,0.182352,6.161171,43.952938,0.871795,0.815640
0.384546,0.187242,6.190475,29.304502,0.862027,0.788882
0.382746,0.192227,6.249084,58.609005,0.866911,0.761735
0.380946,0.197117,6.278389,29.304502,0.857142,0.734982
0.379146,0.202965,6.307693,29.304502,0.842491,0.704340
0.377346,0.208813,6.322346,14.652251,0.832723,0.673747
0.375546,0.214661,6.380951,58.605190,0.803419,0.643154
0.373746,0.220510,6.395603,14.652251,0.769231,0.612561
0.371946,0.226454,6.395603,0.000000,0.739926,0.581579
0.370146,0.232302,6.424908,29.304502,0.725275,0.550991
0.368345,0.238151,6.483517,58.609005,0.705739,0.520397
0.366545,0.243999,6.512821,29.304502,0.695971,0.489804
0.364745,0.249847,6.512821,0.000000,0.676435,0.459211
0.362945,0.255695,6.527473,14.652251,0.652015,0.428618
0.361145,0.261544,6.615383,87.909691,0.627595,0.398025
0.359345,0.267488,6.673992,58.609005,0.598290,0.367043
0.357545,0.273336,6.673992,0.000000,0.554335,0.336455
0.355745,0.279184,6.703297,29.304502,0.520146,0.305862
0.353945,0.285033,6.747253,43.956753,0.500610,0.275268
0.352145,0.290881,6.717949,-29.304502,0.495727,0.244675
0.350345,0.296729,6.732601,14.652251,0.476191,0.214082
0.348545,0.302578,6.717949,-14.652251,0.451771,0.183489
0.346745,0.308426,6.703297,-14.652251,0.427350,0.152895
0.344945,0.314370,6.688644,-14.652251,0.393163,0.121914
0.343145,0.320985,6.673992,-14.652251,0.354091,0.088219
0.341345,0.327601,6.673992,0.000000,0.319902,0.054558
0.339545,0.334216,6.659340,-14.652251,0.275947,0.020897
0.337745,0.340831,6.673992,14.652251,0.241758,-0.012764
0.335945,0.347447,6.673992,0.000000,0.222222,-0.046426
0.334145,0.354062,6.673992,0.000000,0.212454,-0.080087
0.332345,0.360677,6.644688,-29.304502,0.192918,-0.113748
0.330545,0.367293,6.630035,-14.652251,0.168498,-0.147409
0.328745,0.373908,6.615383,-14.652251,0.153846,-0.181070
0.326945,0.380523,6.586082,-29.300688,0.134310,-0.214732
0.325145,0.387138,6.571430,-14.652251,0.105006,-0.248393
0.323345,0.393754,6.527473,-43.956753,0.075702,-0.282054
0.321545,0.400369,6.512821,-14.652251,0.061050,-0.315715
0.319745,0.406984,6.512821,0.000000,0.041514,-0.349376
0.317945,0.413600,6.498169,-14.652251,0.017094,-0.383037
0.316145,0.420311,6.468864,-29.304502,0.002442,-0.417087
0.314345,0.426926,6.410255,-58.609005,-0.026862,-0.450743
0.312545,0.433541,6.380951,-29.304502,-0.065934,-0.484404
0.310745,0.440157,6.336998,-43.952938,-0.090354,-0.518066
0.308945,0.446772,6.322346,-14.652251,-0.105006,-0.551727
0.307145,0.453483,6.293041,-29.304502,-0.134310,-0.585776
0.305345,0.460194,6.234432,-58.609005,-0.173382,-0.619821
0.303545,0.466905,6.205128,-29.304502,-0.222222,-0.653866
0.301745,0.473617,6.161171,-43.956753,-0.256411,-0.687910
0.299945,0.480424,6.087914,-73.257446,-0.285714,-0.722343
0.298145,0.487135,6.029305,-58.609005,-0.319902,-0.756383
0.296345,0.493846,5.985348,-43.956753,-0.358974,-0.790428
0.294545,0.500557,5.926739,-58.609005,-0.412699,-0.824473
0.292745,0.507268,5.868134,-58.605190,-0.446886,-0.858517
0.290945,0.513979,5.809525,-58.609005,-0.476191,-0.892562
0.289145,0.520786,5.765568,-43.956753,-0.510379,-0.926995
0.287345,0.527498,5.721611,-43.956753,-0.559218,-0.961035
0.285545,0.534209,5.633701,-87.909691,-0.588523,-0.995080
0.283745,0.540920,5.575092,-58.609005,-0.617826,-1.000000
0.281945,0.547631,5.472527,-102.565758,-0.666667,-1.000000
0.280145,0.554342,5.413918,-58.609005,-0.686203,-1.000000
0.278345,0.561149,5.340660,-73.257446,-0.710623,-1.000000
0.276545,0.567860,5.282051,-58.609005,-0.749695,-1.000000
0.274745,0.574572,5.223442,-58.609005,-0.769231,-1.000000
0.272945,0.581283,5.150185,-73.257446,-0.778998,-1.000000
0.271145,0.587419,5.047619,-102.565758,-0.808303,-1.000000
0.269345,0.593459,4.959705,-87.913506,-0.818070,-1.000000
0.267545,0.599595,4.930405,-29.300688,-0.822955,-1.000000
0.265745,0.605731,4.857143,-73.261261,-0.837606,-1.000000
0.263945,0.611771,4.769230,-87.913506,-0.832723,-1.000000
0.262145,0.617907,4.652016,-117.214195,-0.847375,-1.000000
0.260345,0.623947,4.534798,-117.218010,-0.847375,-1.000000
0.258545,0.630083,4.476189,-58.609005,-0.857142,-1.000000
0.256745,0.636219,4.402931,-73.257446,-0.857142,-1.000000
0.254945,0.648395,4.315018,-87.913506,-0.852259,-1.000000
0.253145,0.648395,4.256409,-58.609005,-0.857142,-1.000000
0.251345,0.660570,4.168499,-87.909691,-0.857142,-1.000000
0.249545,0.660570,4.095238,-73.261261,-0.866911,-1.000000
0.247745,0.672746,3.992676,-102.561943,-0.866911,-1.000000
0.245945,0.678787,3.934067,-58.609005,-0.866911,-1.000000
0.244145,0.684922,3.846153,-87.913506,-0.862027,-1.000000
0.242345,0.690962,3.772892,-73.261261,-0.852259,-1.000000
0.240545,0.690962,3.684982,-87.909691,-0.857142,-1.000000
0.238745,0.703138,3.567764,-117.218010,-0.852259,-1.000000
0.236945,0.707645,3.450550,-117.214195,-0.862027,-1.000000
0.235146,0.712151,3.377289,-73.261261,-0.857142,-1.000000
0.233346,0.716657,3.289379,-87.909691,-0.862027,-1.000000
0.231546,0.721163,3.216118,-73.261261,-0.862027,-1.000000
0.229746,0.725669,3.113552,-102.565758,-0.862027,-1.000000
0.227946,0.730079,3.069595,-43.956753,-0.871795,-1.000000
0.226146,0.734585,2.996338,-73.257446,-0.866911,-1.000000
0.224346,0.739091,2.908424,-87.913506,-0.862027,-1.000000
0.222546,0.743597,2.805862,-102.561943,-0.871795,-1.000000
0.220746,0.748103,2.717949,-87.913506,-0.862027,-1.000000
0.218946,0.752513,2.615383,-102.565758,-0.862027,-1.000000
0.217146,0.757020,2.527473,-87.909691,-0.871795,-1.000000
0.215346,0.761526,2.454212,-73.261261,-0.871795,-1.000000
0.213546,0.766032,2.366299,-87.913506,-0.866911,-1.000000
0.211746,0.770442,2.293041,-73.257446,-0.866911,-1.000000
0.209946,0.774948,2.205128,-87.913506,-0.871795,-1.000000
0.208146,0.779454,2.146519,-58.609005,-0.862027,-1.000000
0.206346,0.783960,2.029305,-117.214195,-0.852259,-1.000000
0.204546,0.788370,1.926741,-102.563850,-0.852259,-1.000000
0.202746,0.792876,1.824175,-102.565758,-0.857142,-1.000000
0.200946,0.795657,1.736263,-87.911598,-0.862027,-1.000000
0.199146,0.798437,1.648352,-87.911598,-0.857142,-1.000000
0.197346,0.801217,1.545788,-102.563850,-0.862027,-1.000000
0.195546,0.803998,1.472527,-73.261261,-0.866911,-1.000000
0.193746,0.806778,1.413919,-58.607098,-0.876678,-1.000000
0.191946,0.809558,1.340660,-73.259354,-0.881563,-1.000000
0.190146,0.812339,1.267399,-73.261261,-0.876678,-1.000000
0.188346,0.815023,1.179487,-87.911598,-0.876678,-1.000000
0.186546,0.817804,1.076923,-102.563850,-0.876678,-1.000000
0.184746,0.820584,1.032967,-43.956753,-0.871795,-1.000000
0.182946,0.823364,0.930403,-102.563850,-0.871795,-1.000000
0.181146,0.826145,0.827839,-102.563850,-0.866911,-1.000000
0.179346,0.828925,0.754580,-73.259354,-0.871795,-1.000000
0.177546,0.831705,0.695971,-58.609005,-0.876678,-1.000000
0.175746,0.834486,0.637363,-58.607098,-0.881563,-1.000000
0.173946,0.837266,0.549450,-87.913506,-0.881563,-1.000000
0.172146,0.840046,0.476191,-73.259354,-0.886447,-1.000000
0.170346,0.842731,0.402931,-73.259354,-0.886447,-1.000000
0.168546,0.845511,0.315018,-87.913506,-0.886447,-1.000000
0.166746,0.848291,0.256411,-58.607098,-0.886447,-1.000000
0.164946,0.849442,0.168499,-87.911598,-0.891331,-1.000000
0.163146,0.850496,0.124542,-43.956753,-0.896214,-1.000000
0.161346,0.851551,0.080585,-43.956753,-0.901099,-1.000000
0.159546,0.852606,0.021978,-58.607098,-0.905983,-1.000000
0.157746,0.853756,-0.021978,-43.956753,-0.910867,-1.000000
0.155947,0.854811,-0.080585,-58.607098,-0.910867,-1.000000
0.154147,0.855865,-0.168499,-87.913506,-0.910867,-1.000000
0.152347,0.856920,-0.227106,-58.607098,-0.905983,-1.000000
0.150547,0.858070,-0.300365,-73.259354,-0.896214,-1.000000
0.148747,0.859125,-0.358974,-58.609005,-0.896214,-1.000000
0.146947,0.860180,-0.432234,-73.259354,-0.896214,-1.000000
0.145147,0.861234,-0.490843,-58.609005,-0.901099,-1.000000
0.143347,0.862385,-0.520147,-29.304502,-0.910867,-1.000000
0.141547,0.863439,-0.593407,-73.259354,-0.910867,-1.000000
0.139747,0.864494,-0.681318,-87.911598,-0.910867,-1.000000
0.137947,0.865645,-0.710623,-29.304502,-0.915751,-1.000000
0.136147,0.866699,-0.769230,-58.607098,-0.915751,-1.000000
0.134347,0.867754,-0.827839,-58.609005,-0.915751,-1.000000
0.132547,0.868904,-0.842491,-14.652251,-0.910867,-1.000000
0.130747,0.869959,-0.915751,-73.259354,-0.905983,-1.000000
0.128947,0.869671,-0.974360,-58.609005,-0.905983,-1.000000
0.127147,0.869288,-1.062271,-87.911598,-0.905983,-1.000000
0.125347,0.869000,-1.120878,-58.607098,-0.905983,-1.000000
0.123547,0.868712,-1.194139,-73.261261,-0.905983,-1.000000
0.121747,0.868329,-1.252747,-58.607098,-0.910867,-1.000000
0.119947,0.868041,-1.282051,-29.304502,-0.910867,-1.000000
0.118147,0.867754,-1.355310,-73.259354,-0.920635,-1.000000
0.116347,0.867370,-1.399267,-43.956753,-0.920635,-1.000000
0.114547,0.867083,-1.443224,-43.956753,-0.920635,-1.000000
0.112747,0.866795,-1.531136,-87.911598,-0.915751,-1.000000
0.110947,0.866412,-1.589743,-58.607098,-0.915751,-1.000000
0.109147,0.866124,-1.619047,-29.304502,-0.915751,-1.000000
0.107347,0.865836,-1.706959,-87.911598,-0.910867,-1.000000
0.105547,0.865453,-1.750916,-43.956753,-0.910867,-1.000000
0.103747,0.865165,-1.809525,-58.609005,-0.910867,-1.000000
0.101947,0.864878,-1.868132,-58.607098,-0.910867,-1.000000
0.100147,0.864590,-1.926741,-58.609005,-0.910867,-1.000000
0.098347,0.864206,-1.970695,-43.954845,-0.910867,-1.000000
0.096547,0.863919,-2.043957,-73.261261,-0.915751,-1.000000
0.094747,0.863631,-2.087912,-43.954845,-0.920635,-1.000000
0.092947,0.862097,-2.131868,-43.956753,-0.920635,-1.000000
0.091147,0.860659,-2.190475,-58.607098,-0.925519,-1.000000
0.089347,0.859221,-2.219780,-29.304502,-0.920635,-1.000000
0.087547,0.857783,-2.322344,-102.563850,-0.915751,-1.000000
0.085747,0.856345,-2.336996,-14.652251,-0.915751,-1.000000
0.083947,0.854907,-2.380953,-43.956753,-0.910867,-1.000000
0.082147,0.853469,-2.454212,-73.259354,-0.910867,-1.000000
0.080347,0.852030,-2.527473,-73.261261,-0.920635,-1.000000
0.078547,0.850496,-2.556776,-29.302595,-0.920635,-1.000000
0.076748,0.849058,-2.615385,-58.609005,-0.920635,-1.000000
0.074948,0.847620,-2.659340,-43.954845,-0.930403,-1.000000
0.073148,0.846182,-2.717949,-58.609005,-0.930403,-1.000000
0.071348,0.844744,-2.761906,-43.956753,-0.920635,-1.000000
0.069548,0.843306,-2.820513,-58.607098,-0.915751,-1.000000
0.067748,0.841868,-2.879122,-58.609005,-0.905983,-1.000000
0.065948,0.840334,-2.923077,-43.954845,-0.910867,-1.000000
0.064148,0.838896,-2.996338,-73.261261,-0.910867,-1.000000
0.062348,0.837458,-3.084249,-87.911598,-0.915751,-1.000000
0.060548,0.836020,-3.142857,-58.607098,-0.920635,-1.000000
0.058748,0.834581,-3.157509,-14.652251,-0.915751,-1.000000
0.056948,0.831993,-3.201466,-43.956753,-0.920635,-1.000000
0.055148,0.829500,-3.245420,-43.954845,-0.920635,-1.000000
0.053348,0.826912,-3.289377,-43.956753,-0.925519,-1.000000
0.051548,0.824419,-3.347986,-58.609005,-0.920635,-1.000000
0.049748,0.821830,-3.377289,-29.302595,-0.925519,-1.000000
0.047948,0.819337,-3.465202,-87.913506,-0.925519,-1.000000
0.046148,0.816749,-3.509157,-43.954845,-0.925519,-1.000000
0.044348,0.814256,-3.538462,-29.304502,-0.925519,-1.000000
0.042548,0.811668,-3.567766,-29.304502,-0.935287,-1.000000
0.040748,0.809079,-3.626373,-58.607098,-0.935287,-1.000000
0.038948,0.806586,-3.670330,-43.956753,-0.930403,-1.000000
0.037148,0.803998,-3.743589,-73.259354,-0.915751,-1.000000
0.035348,0.801505,-3.831501,-87.911598,-0.915751,-1.000000
0.033548,0.798916,-3.890110,-58.609005,-0.910867,-1.000000
0.031748,0.796424,-3.919415,-29.304502,-0.925519,-1.000000
0.029948,0.793835,-3.963369,-43.954845,-0.920635,-1.000000
0.028148,0.791342,-4.007326,-43.956753,-0.925519,-1.000000
0.026348,0.788754,-4.036631,-29.304502,-0.920635,-1.000000
0.024548,0.786261,-4.080585,-43.954845,-0.925519,-1.000000
0.022748,0.783672,-4.124542,-43.956753,-0.935287,-1.000000
0.020948,0.780125,-4.197802,-73.259354,-0.940171,-1.000000
0.019148,0.776578,-4.212454,-14.652251,-0.940171,-1.000000
0.017348,0.772935,-4.241758,-29.304502,-0.925519,-1.000000
0.015548,0.769387,-4.285715,-43.956753,-0.920635,-1.000000
0.013748,0.765840,-4.373627,-87.911598,-0.925519,-1.000000
0.011948,0.762293,-4.432234,-58.607098,-0.925519,-1.000000
0.010148,0.758745,-4.476191,-43.956753,-0.925519,-1.000000
0.008348,0.755102,-4.520147,-43.956753,-0.915751,-1.000000
0.006548,0.751555,-4.564102,-43.954845,-0.915751,-1.000000
0.004748,0.748007,-4.622711,-58.609005,-0.920635,-1.000000
0.002948,0.744460,-4.666666,-43.954845,-0.915751,-1.000000
0.001148,0.740913,-4.725275,-58.609005,-0.925519,-1.000000
-0.000651,0.737270,-4.769230,-43.954845,-0.930403,-1.000000
-0.002451,0.733722,-4.783882,-14.652251,-0.925519,-1.000000
-0.004251,0.730175,-4.827839,-43.956753,-0.935287,-1.000000
-0.006051,0.726628,-4.901098,-73.259354,-0.940171,-1.000000
-0.007851,0.723080,-4.945055,-43.956753,-0.920635,-1.000000
-0.009651,0.719437,-4.989012,-43.956753,-0.915751,-1.000000
-0.011451,0.715890,-5.032967,-43.954845,-0.920635,-1.000000
-0.013251,0.712342,-5.091576,-58.609005,-0.920635,-1.000000
-0.015051,0.707836,-5.164835,-73.259354,-0.910867,-1.000000
-0.016851,0.703234,-5.223444,-58.609005,-0.915751,-1.000000
-0.018651,0.698728,-5.267399,-43.954845,-0.925519,-1.000000
-0.020451,0.694126,-5.311356,-43.956753,-0.925519,-1.000000
-0.022251,0.689620,-5.340660,-29.304502,-0.930403,-1.000000
-0.024051,0.685018,-5.384615,-43.954845,-0.930403,-1.000000
-0.025851,0.680512,-5.413919,-29.304502,-0.940171,-1.000000
-0.027651,0.675910,-5.457876,-43.956753,-0.920635,-1.000000
-0.029451,0.671308,-5.531136,-73.259354,-0.920635,-1.000000
-0.031251,0.666802,-5.589743,-58.607098,-0.915751,-1.000000
-0.033051,0.662200,-5.648352,-58.609005,-0.925519,-1.000000
-0.034851,0.657694,-5.677656,-29.304502,-0.925519,-1.000000
-0.036651,0.653092,-5.750916,-73.259354,-0.910867,-1.000000
-0.038451,0.648586,-5.794872,-43.956753,-0.910867,-1.000000
-0.040251,0.643984,-5.838827,-43.954845,-0.925519,-1.000000
-0.042051,0.639478,-5.882784,-43.956753,-0.940171,-1.000000
-0.043851,0.634876,-5.912088,-29.304502,-0.935287,-1.000000
-0.045651,0.630370,-5.941391,-29.302595,-0.920635,-1.000000
-0.047451,0.625768,-6.000000,-58.609005,-0.925519,-1.000000
-0.049251,0.621262,-6.073259,-73.259354,-0.930403,-1.000000
-0.051051,0.615702,-6.117216,-43.956753,-0.920635,-1.000000
-0.052851,0.610237,-6.175825,-58.609005,-0.930403,-1.000000
-0.054651,0.604676,-6.205128,-29.302595,-0.935287,-1.000000
-0.056451,0.599115,-6.278389,-73.261261,-0.925519,-1.000000
-0.058251,0.593651,-6.336996,-58.607098,-0.915751,-1.000000
-0.060051,0.588090,-6.410257,-73.261261,-0.930403,-1.000000
-0.061851,0.582625,-6.498169,-87.911598,-0.949939,-1.000000
-0.063651,0.577064,-6.542124,-43.954845,-0.954823,-1.000000
-0.065451,0.571504,-6.556776,-14.652251,-0.959707,-1.000000
-0.067251,0.566039,-6.586081,-29.304502,-0.964591,-1.000000
-0.069051,0.560478,-6.615385,-29.304502,-0.954823,-1.000000
-0.070851,0.549453,-6.644690,-29.304502,-0.949939,-1.000000
-0.072651,0.549453,-6.673992,-29.302595,-0.940171,-1.000000
-0.074451,0.538427,-6.703297,-29.304502,-0.925519,-1.000000
-0.076250,0.532867,-6.732601,-29.304502,-0.910867,-1.000000
-0.078050,0.527306,-6.791208,-58.607098,-0.910867,-1.000000
-0.079850,0.521841,-6.820513,-29.304502,-0.910867,-1.000000
-0.081650,0.521841,-6.879122,-58.609005,-0.905983,-1.000000
-0.083450,0.510816,-6.937729,-58.607098,-0.915751,-1.000000
-0.085250,0.504296,-6.981686,-43.956753,-0.920635,-1.000000
-0.087050,0.497873,-7.010988,-29.302595,-0.915751,-1.000000
-0.088850,0.491353,-7.069597,-58.609005,-0.930403,-1.000000
-0.090650,0.484930,-7.113554,-43.956753,-0.935287,-1.000000
-0.092450,0.478506,-7.157509,-43.954845,-0.925519,-1.000000
-0.094250,0.471987,-7.201466,-43.956753,-0.935287,-1.000000
-0.096050,0.465563,-7.274725,-73.259354,-0.940171,-1.000000
-0.097850,0.459044,-7.318682,-43.956753,-0.930403,-1.000000
-0.099650,0.452620,-7.362637,-43.954845,-0.940171,-1.000000
-0.101450,0.446197,-7.391941,-29.304502,-0.945055,-1.000000
-0.103250,0.439677,-7.479853,-87.911598,-0.945055,-1.000000
-0.105050,0.433254,-7.494505,-14.652251,-0.954823,-1.000000
-0.106850,0.426734,-7.553114,-58.609005,-0.954823,-1.000000
-0.108650,0.420311,-7.626373,-73.259354,-0.945055,-1.000000
-0.110450,0.413887,-7.655678,-29.304502,-0.949939,-1.000000
-0.112250,0.407368,-7.699635,-43.956753,-0.940171,-1.000000
-0.114050,0.400944,-7.772894,-73.259354,-0.930403,-1.000000
-0.115850,0.394425,-7.802198,-29.304502,-0.925519,-1.000000
-0.117650,0.388001,-7.831501,-29.302595,-0.915751,-1.000000
-0.119450,0.381578,-7.875458,-43.956753,-0.920635,-1.000000
-0.121250,0.374100,-7.919415,-43.956753,-0.930403,-1.000000
-0.123050,0.366717,-7.963369,-43.954845,-0.925519,-1.000000
-0.124850,0.359335,-8.036631,-73.261261,-0.935287,-1.000000
-0.126650,0.351953,-8.080585,-43.954845,-0.945055,-1.000000
-0.128450,0.344570,-8.109890,-29.304502,-0.940171,-1.000000
-0.130250,0.337188,-8.139194,-29.304502,-0.949939,-1.000000
-0.132050,0.329806,-8.197802,-58.607098,-0.945055,-1.000000
-0.133850,0.322424,-8.241758,-43.956753,-0.930403,-1.000000
-0.135650,0.315041,-8.271063,-29.304502,-0.925519,-1.000000
-0.137450,0.307659,-8.344322,-73.259354,-0.925519,-1.000000
-0.139250,0.300277,-8.373627,-29.304502,-0.930403,-1.000000
-0.141050,0.292799,-8.402931,-29.304502,-0.940171,-1.000000
-0.142850,0.285416,-8.446886,-43.954845,-0.940171,-1.000000
-0.144650,0.278034,-8.490843,-43.956753,-0.945055,-1.000000
-0.146450,0.270652,-8.534798,-43.954845,-0.930403,-1.000000
-0.148250,0.263269,-8.593407,-58.609005,-0.930403,-1.000000
-0.150050,0.255887,-8.622711,-29.304502,-0.940171,-1.000000
-0.151850,0.248505,-8.666666,-43.954845,-0.935287,-1.000000
-0.153650,0.241123,-8.710623,-43.956753,-0.949939,-1.000000
-0.155450,0.233740,-8.739927,-29.304502,-0.940171,-1.000000
-0.157249,0.225495,-8.754580,-14.652251,-0.925519,-1.000000
-0.159049,0.217154,-8.827839,-73.259354,-0.935287,-1.000000
-0.160849,0.208909,-8.886446,-58.607098,-0.925519,-1.000000
-0.162649,0.200664,-8.915751,-29.304502,-0.940171,-1.000000
-0.164449,0.192419,-8.974360,-58.609005,-0.935287,-1.000000
-0.166249,0.184078,-9.003662,-29.302595,-0.925519,-1.000000
-0.168049,0.175833,-9.032967,-29.304502,-0.935287,-1.000000
-0.169849,0.167587,-9.106228,-73.261261,-0.930403,-1.000000
-0.171649,0.159342,-9.150183,-43.954845,-0.935287,-1.000000
-0.173449,0.151001,-9.194139,-43.956753,-0.925519,-1.000000
-0.175249,0.142756,-9.252747,-58.607098,-0.940171,-1.000000
-0.177049,0.134511,-9.267399,-14.652251,-0.945055,-1.000000
-0.178849,0.126266,-9.326008,-58.609005,-0.930403,-1.000000
-0.180649,0.117925,-9.369963,-43.954845,-0.930403,-1.000000
-0.182449,0.109680,-9.413919,-43.956753,-0.930403,-1.000000
-0.184249,0.101434,-9.443224,-29.304502,-0.940171,-1.000000
-0.186049,0.093189,-9.487179,-43.954845,-0.920635,-1.000000
-0.187849,0.084848,-9.545788,-58.609005,-0.935287,-1.000000
-0.189649,0.076603,-9.604395,-58.607098,-0.945055,-1.000000
-0.191449,0.068358,-9.619047,-14.652251,-0.925519,-1.000000
-0.193249,0.059250,-9.663004,-43.956753,-0.935287,-1.000000
-0.195049,0.050142,-9.736263,-73.259354,-0.930403,-0.980399
-0.196849,0.040938,-9.824175,-87.911598,-0.945055,-0.950778
-0.198649,0.031830,-9.912088,-87.913506,-0.954823,-0.921551
-0.200449,0.022722,-9.897436,14.652251,-0.959707,-0.892319
-0.202249,0.013614,-9.941391,-43.954845,-0.949939,-0.863086
-0.204049,0.004410,-9.985348,-43.956753,-0.945055,-0.833466
-0.205849,-0.004602,-9.970695,14.652251,-0.940171,-0.804627
-0.207649,-0.013710,-9.985348,-14.652251,-0.910867,-0.775390
-0.209449,-0.022818,-10.000000,-14.652251,-0.901099,-0.746158
-0.211249,-0.031926,-10.000000,0.000000,-0.871795,-0.716926
-0.213049,-0.041130,-10.029305,-29.304502,-0.842491,-0.687305
-0.214849,-0.050238,-10.043957,-14.652251,-0.813187,-0.658078
